NCBI scaffold number,mapped_start,mapped_stop
NW_022145606.1,47799036,47802113
NW_022145594.1,52157646,52160005
NW_022145419.1,50275,53052
NW_022145594.1,18621520,18622373
NW_022145516.1,185151,229915
NW_022145595.1,9267866,9270023
NW_022145595.1,9267869,9270023
NW_022145594.1,14221289,14222815
NW_022145594.1,14221289,14222815
NW_022145594.1,14221303,14222815
NW_022145594.1,14221473,14222815
NW_022145594.1,14221522,14222815
NW_022145594.1,14176288,14180478
NW_022145613.1,2004565,2005612
NW_022145613.1,2009556,2021510
NW_022145613.1,2010606,2013175
NW_022145613.1,2011124,2013175
NW_022145611.1,5174190,5176255
NW_022145602.1,2986203,2990546
NW_022145551.1,1631353,1635693
NW_022145602.1,2953407,2972213
NW_022145551.1,1647764,1657393
NW_022145602.1,2487313,2488489
NW_022145551.1,1883276,1884453
NW_022145551.1,1975432,1977503
NW_022145551.1,1975432,1977860
NW_022145602.1,2178524,2183200
NW_022145551.1,2288419,2293037
NW_022145602.1,2084052,2113037
NW_022145551.1,2350431,2378727
NW_022145602.1,2071381,2078832
NW_022145551.1,2382373,2389790
NW_022145602.1,2045731,2048506
NW_022145551.1,2408628,2412120
NW_022145602.1,2045731,2048506
NW_022145551.1,2408628,2412120
NW_022145602.1,2045731,2048506
NW_022145551.1,2408628,2412120
NW_022145606.1,6695775,6697385
NW_022145597.1,27816666,27818765
NW_022145598.1,19728376,19730604
NW_022145598.1,19707028,19715554
NW_022145598.1,19704393,19705326
NW_022145609.1,12673142,12675908
NW_022145612.1,18944029,18944903
NW_022145612.1,18802562,18803445
NW_022145612.1,19025312,19029471
NW_022145612.1,18882687,18886745
NW_022145612.1,19025312,19029471
NW_022145612.1,18882687,18886745
NW_022145612.1,19032924,19036177
NW_022145612.1,18890217,18893484
NW_022145612.1,19038002,19039146
NW_022145612.1,18895475,18897382
NW_022145612.1,19050205,19054732
NW_022145612.1,18916211,18919836
NW_022145612.1,19065776,19073855
NW_022145612.1,32670148,32671603
NW_022145611.1,27824703,27826160
NW_022145610.1,9242185,9243681
NW_022145607.1,12950002,12951461
NW_022145605.1,5560161,5561639
NW_022145598.1,22473939,22476440
NW_022145594.1,35968861,35971109
NW_022145612.1,32670148,32671453
NW_022145611.1,27824703,27826019
NW_022145610.1,9242339,9243681
NW_022145607.1,12950002,12951307
NW_022145605.1,5560161,5561487
NW_022145598.1,22474806,22476286
NW_022145594.1,35969015,35970492
NW_022145612.1,32670148,32671453
NW_022145611.1,27824703,27826019
NW_022145610.1,9242339,9243681
NW_022145607.1,12950002,12951307
NW_022145605.1,5560161,5561487
NW_022145598.1,22474806,22476286
NW_022145594.1,35969015,35970492
NW_022145599.1,29982844,29986010
NW_022145609.1,8028432,8033203
NW_022145609.1,8030193,8033203
NW_022145609.1,8101934,8108530
NW_022145609.1,8184889,8198263
NW_022145609.1,8184889,8198263
NW_022145609.1,8184889,8198263
NW_022145609.1,8184889,8198263
NW_022145609.1,8184889,8198263
NW_022145609.1,8184889,8198263
NW_022145609.1,8188507,8195423
NW_022145609.1,8431918,8434245
NW_022145609.1,9278209,9280548
NW_022145609.1,9285862,9288975
NW_022144974.1,5685,9545
NW_022144974.1,6260,7279
NW_022145603.1,22423867,22425249
NW_022145603.1,22423867,22425249
NW_022145603.1,22500175,22505990
NW_022145603.1,22506539,22507548
NW_022145612.1,51477989,51478739
NW_022145598.1,33259244,33260662
NW_022145594.1,42894634,42895691
NW_022145610.1,24196399,24199851
NW_022145610.1,24244886,24246006
NW_022145610.1,24247933,24250730
NW_022145610.1,24250819,24254769
NW_022145610.1,24250819,24254769
NW_022145610.1,24250819,24254770
NW_022145610.1,24270711,24275499
NW_022145610.1,24388693,24390614
NW_022145610.1,24388870,24390614
NW_022145594.1,9196405,9206237
NW_022145594.1,9196405,9206237
NW_022145605.1,10597501,10601434
NW_022145605.1,10597501,10601395
NW_022145605.1,10318000,10323020
NW_022145605.1,10318000,10323020
NW_022145594.1,30199981,30201374
NW_022145605.1,24145195,24150548
NW_022145605.1,24144281,24150548
NW_022145594.1,37163204,37170870
NW_022145599.1,14292869,14293952
NW_022145594.1,5900527,5909707
NW_022145615.1,31030263,31032782
NW_022145615.1,31258328,31262015
NW_022145615.1,31456799,31459360
NW_022145612.1,39017372,39017892
NW_022145600.1,18329009,18335754
NW_022145600.1,30946280,30951111
NW_022145600.1,30946280,30951111
NW_022145600.1,30946280,30951111
NW_022145600.1,30946280,30951111
NW_022145600.1,30946280,30951111
NW_022145600.1,30950428,30951111
NW_022145614.1,7821019,7821817
NW_022145614.1,7546864,7561944
NW_022145614.1,7441764,7449239
NW_022145247.1,211,1480
NW_022145599.1,30208859,30212044
NW_022145612.1,35753304,35754305
NW_022145599.1,30224554,30225555
NW_022145611.1,23076485,23080366
NW_022145611.1,23423764,23427673
NW_022145613.1,6900543,6905129
NW_022145613.1,6900543,6905129
NW_022145612.1,4496351,4503646
NW_022145612.1,4496351,4503646
NW_022145612.1,4496351,4503646
NW_022145612.1,4496351,4503590
NW_022145612.1,4473738,4480351
NW_022145612.1,4261624,4289766
NW_022145612.1,4261624,4289766
NW_022145612.1,4261624,4289702
NW_022145612.1,4261624,4289592
NW_022145612.1,4170477,4221911
NW_022145612.1,4170477,4221855
NW_022145611.1,35304673,35307961
NW_022145594.1,14367635,14368670
NW_022145612.1,19261657,19267587
NW_022145612.1,19294249,19302181
NW_022145612.1,19261657,19267587
NW_022145612.1,19294249,19302181
NW_022145612.1,19298499,19302180
NW_022145612.1,19265447,19267587
NW_022145601.1,16642878,16647940
NW_022145601.1,16675788,16681155
NW_022145598.1,31127011,31128502
NW_022145598.1,31178797,31180281
NW_022145598.1,31831322,31838996
NW_022145598.1,31831270,31838996
NW_022145607.1,7644735,7651087
NW_022145607.1,7644735,7651087
NW_022145603.1,30035056,30043015
NW_022145597.1,2784585,2787477
NW_022145597.1,2784585,2787311
NW_022145599.1,9038358,9052281
NW_022145599.1,9034479,9057546
NW_022145594.1,36699402,36701932
NW_022145610.1,13300978,13307168
NW_022145610.1,13300988,13307168
NW_022145610.1,13301018,13307168
NW_022145604.1,6582941,6584008
NW_022145604.1,6582941,6584205
NW_022145604.1,6718223,6769093
NW_022145604.1,6719148,6721055
NW_022145604.1,6719148,6721055
NW_022145604.1,6735702,6798439
NW_022145604.1,6699521,6798439
NW_022145596.1,24967785,24970138
NW_022145615.1,5292755,5301440
NW_022145615.1,5293899,5301347
NW_022145604.1,9242442,9245628
NW_022145604.1,9242949,9244046
NW_022145604.1,9204323,9212491
NW_022145598.1,14527719,14529530
NW_022145598.1,14547928,14549647
NW_022145598.1,10653536,10658540
NW_022145610.1,26213711,26215719
NW_022145614.1,16337938,16340301
NW_022145614.1,16337938,16339591
NW_022145607.1,33693246,33697574
NW_022145602.1,20034559,20040155
NW_022145604.1,14338469,14341485
NW_022145611.1,14626288,14627675
NW_022145610.1,414030,423013
NW_022145610.1,414030,423013
NW_022145594.1,42169729,42173306
NW_022145615.1,28844360,28849398
NW_022145615.1,28851498,28853351
NW_022145615.1,28220575,28228151
NW_022145558.1,2494968,2495754
NW_022145603.1,24990728,24994332
NW_022145615.1,26711409,26714148
NW_022145614.1,13783943,13786625
NW_022145612.1,34952947,34955597
NW_022145606.1,21554949,21557599
NW_022145605.1,34217054,34219700
NW_022145604.1,18022580,18025034
NW_022145600.1,8401224,8403906
NW_022145599.1,19333681,19336331
NW_022145597.1,7003322,7005539
NW_022145563.1,37425,40075
NW_022145538.1,1,2643
NW_022145512.1,241359,244041
NW_022145603.1,19762127,19814895
NW_022145603.1,19762127,19814895
NW_022145613.1,5235571,5238215
NW_022145605.1,5560226,5563078
NW_022145594.1,17826393,17883670
NW_022145594.1,17880961,17883670
NW_022145594.1,18016747,18019495
NW_022145609.1,34243287,34273012
NW_022145609.1,34243312,34268051
NW_022145604.1,5707656,5709292
NW_022145604.1,6032987,6034936
NW_022145594.1,32467541,32469520
NW_022145604.1,5788786,5794788
NW_022145604.1,5783101,5787802
NW_022145604.1,5770451,5771365
NW_022145604.1,16767295,16770177
NW_022145594.1,38677528,38679377
NW_022145602.1,180484,183168
NW_022145602.1,297105,300019
NW_022145614.1,19890229,19894628
NW_022145601.1,28288914,28290584
NW_022145613.1,5432585,5434987
NW_022145606.1,40562813,40563683
NW_022145605.1,15741279,15752232
NW_022145605.1,15739596,15740649
NW_022145605.1,15617729,15622250
NW_022145605.1,15545796,15548540
NW_022145605.1,15545796,15548540
NW_022145602.1,3756541,3757665
NW_022145551.1,853644,854755
NW_022145594.1,48471269,48477720
NW_022145594.1,48477907,48479159
NW_022145613.1,24421014,24423733
NW_022145602.1,27599705,27611027
NW_022145605.1,24498718,24632585
NW_022145594.1,8387964,8444507
NW_022145536.1,60981,136036
NW_022145536.1,73433,139137
NW_022145594.1,8387964,8444507
NW_022145536.1,64361,136036
NW_022145536.1,73433,139137
NW_022145594.1,8397209,8429464
NW_022145594.1,8398226,8444507
NW_022145536.1,78424,114496
NW_022145594.1,8410805,8429464
NW_022145594.1,8419139,8444507
NW_022145536.1,78424,114496
NW_022145594.1,8419550,8444507
NW_022145599.1,23651320,23653836
NW_022145613.1,17575378,17579111
NW_022145599.1,24131901,24135333
NW_022145543.1,1500130,1503652
NW_022145599.1,24204154,24245855
NW_022145543.1,1433917,1474444
NW_022145615.1,17424114,17427079
NW_022145615.1,17624284,17637973
NW_022145615.1,17624284,17638286
NW_022145615.1,17624284,17638286
NW_022145615.1,17750928,17755737
NW_022145615.1,17953217,17965524
NW_022145615.1,17960995,17975552
NW_022145615.1,17953217,17965524
NW_022145615.1,17960995,17975552
NW_022145615.1,17953217,17965524
NW_022145615.1,17960995,17975552
NW_022145597.1,25055869,25057391
NW_022145605.1,40095770,40100057
NW_022145595.1,5823141,5832716
NW_022145595.1,5823059,5832716
NW_022145594.1,4848792,4851221
NW_022145611.1,12022475,12036424
NW_022145611.1,12022475,12036427
NW_022145611.1,12160411,12162933
NW_022145611.1,12217606,12223445
NW_022145611.1,12335296,12338409
NW_022145611.1,12333284,12338409
NW_022145610.1,816297,818504
NW_022145609.1,1504514,1511730
NW_022145609.1,1510068,1511727
NW_022145609.1,1504514,1511727
NW_022145600.1,7613917,7617268
NW_022145600.1,7613929,7620281
NW_022145600.1,7617390,7619751
NW_022145600.1,7617390,7620203
NW_022145600.1,7494804,7547464
NW_022145600.1,7395393,7402168
NW_022145610.1,25709724,25710613
NW_022145595.1,20278772,20298716
NW_022145595.1,20278772,20298244
NW_022145595.1,20286608,20287944
NW_022145595.1,20274496,20281673
NW_022145595.1,20278772,20280382
NW_022145595.1,20273738,20275761
NW_022145595.1,20291217,20292369
NW_022145601.1,26266379,26270075
NW_022145601.1,25008579,25011680
NW_022145601.1,24965659,24966732
NW_022145601.1,26226568,26228123
NW_022145601.1,24928658,24934357
NW_022145601.1,26023997,26025656
NW_022145601.1,24766823,24767770
NW_022145601.1,26023997,26025654
NW_022145601.1,24766823,24767770
NW_022145601.1,24722606,24741669
NW_022145601.1,24722606,24732178
NW_022145601.1,25966676,25969185
NW_022145601.1,25966676,25968877
NW_022145594.1,35764240,35769183
NW_022145600.1,4776157,4785763
NW_022145600.1,4777449,4785763
NW_022145611.1,36503340,36507037
NW_022145611.1,36538534,36540352
NW_022145605.1,11605193,11607015
NW_022145605.1,11710552,11712382
NW_022145611.1,36584803,36590195
NW_022145611.1,36584803,36590195
NW_022145611.1,36584803,36590195
NW_022145611.1,36584803,36590195
NW_022145611.1,36584803,36590195
NW_022145611.1,36584803,36590195
NW_022145611.1,36584803,36590195
NW_022145611.1,36814798,36817131
NW_022145610.1,14095265,14101441
NW_022145610.1,14084590,14091228
NW_022145614.1,11928913,11950689
NW_022145612.1,36324267,36343630
NW_022145611.1,31295936,31296891
NW_022145611.1,31298629,31300315
NW_022145611.1,31330153,31333961
NW_022145611.1,31379042,31404152
NW_022145611.1,31379042,31423456
NW_022145611.1,31752424,31758214
NW_022145601.1,3595282,3604412
NW_022145605.1,36070224,36073570
NW_022145610.1,31105540,31113977
NW_022145610.1,31105540,31113977
NW_022145610.1,31105625,31112301
NW_022145610.1,31105625,31112301
NW_022145610.1,31105600,31112301
NW_022145610.1,31105600,31112301
NW_022145603.1,1409783,1417397
NW_022145603.1,26616147,26629183
NW_022145612.1,50384375,50390059
NW_022145606.1,28999108,29001695
NW_022145598.1,12885005,12886433
NW_022145605.1,10062346,10069484
NW_022145605.1,10062270,10069484
NW_022145605.1,10061738,10069484
NW_022145605.1,10061734,10069484
NW_022145605.1,10061732,10069484
NW_022145613.1,13608962,13611151
NW_022145613.1,13585092,13606634
NW_022145613.1,13380936,13385603
NW_022145613.1,13302881,13313350
NW_022145613.1,13302881,13313350
NW_022145613.1,13302881,13313271
NW_022145613.1,13302881,13313270
NW_022145613.1,13302883,13307213
NW_022145607.1,2262179,2264929
NW_022145567.1,563841,566585
NW_022145600.1,2899010,2913548
NW_022145600.1,2899633,2913548
NW_022145600.1,2900255,2913548
NW_022145600.1,2910414,2913548
NW_022145600.1,2964521,2979211
NW_022145600.1,2976206,2976717
NW_022145600.1,2976328,2976675
NW_022145613.1,33692681,33699873
NW_022145613.1,33692681,33699873
NW_022145613.1,33692681,33699873
NW_022145601.1,34988942,34995056
NW_022145601.1,34988911,34995056
NW_022145601.1,34988911,34995056
NW_022145594.1,42546706,42549271
NW_022145612.1,52020315,52036298
NW_022145596.1,26557047,26559131
NW_022145595.1,2727017,2732119
NW_022145604.1,28404218,28407538
NW_022145604.1,28402006,28406629
NW_022145604.1,28402006,28406629
NW_022145604.1,28402006,28406629
NW_022145594.1,8389251,8390311
NW_022145536.1,67001,69075
NW_022145594.1,8393403,8413244
NW_022145536.1,65824,119394
NW_022145536.1,67001,118233
NW_022145536.1,67822,118856
NW_022145610.1,23564177,23566218
NW_022145604.1,13783498,13787008
NW_022145604.1,13771215,13782652
NW_022145595.1,10469641,10479268
NW_022145610.1,12739303,12740062
NW_022145606.1,51528033,51531449
NW_022145606.1,51528088,51531250
NW_022145605.1,5752933,5755322
NW_022145605.1,5837449,5840624
NW_022145605.1,6005708,6015117
NW_022145605.1,6008124,6010226
NW_022145605.1,6122008,6125421
NW_022145605.1,6122008,6125421
NW_022145605.1,5029706,5033576
NW_022145605.1,4453173,4457631
NW_022145609.1,33812009,33813109
NW_022145603.1,22771454,22779268
NW_022145603.1,22771454,22779268
NW_022145603.1,22771402,22779268
NW_022145603.1,22771454,22774516
NW_022145603.1,22765506,22767729
NW_022145602.1,1706907,1712824
NW_022145602.1,1706907,1712824
NW_022145602.1,1706907,1712824
NW_022145603.1,32890004,32890937
NW_022145615.1,24277692,24283868
NW_022145615.1,24278466,24282912
NW_022145603.1,29069919,29074512
NW_022145597.1,30488625,30491653
NW_022145597.1,30435212,30444551
NW_022145600.1,24012011,24013155
NW_022145614.1,18697458,18702689
NW_022145614.1,18697458,18702689
NW_022145598.1,29999360,30002165
NW_022145598.1,29999332,30002165
NW_022145598.1,29999330,30002165
NW_022145612.1,26086870,26090278
NW_022145610.1,31239383,31249467
NW_022145610.1,31215772,31217213
NW_022145611.1,1384617,1397309
NW_022145611.1,1357185,1361884
NW_022145611.1,1318431,1327654
NW_022145610.1,21467446,21472825
NW_022145548.1,644409,657585
NW_022145548.1,645798,656606
NW_022145596.1,30761283,30768525
NW_022145552.1,882122,883732
NW_022145610.1,3894610,3905615
NW_022145610.1,3894610,3905649
NW_022145610.1,3894610,3905649
NW_022145610.1,3894610,3905649
NW_022145609.1,19282812,19290391
NW_022145611.1,9901932,9909352
NW_022145595.1,3491628,3502686
NW_022145595.1,3493544,3502526
NW_022145598.1,36564247,36572928
NW_022145598.1,36564286,36572928
NW_022145610.1,34505589,34506974
NW_022145603.1,17589448,17607095
NW_022145603.1,17583382,17600288
NW_022145603.1,17589448,17607095
NW_022145603.1,17583382,17600288
NW_022145603.1,17575868,17607095
NW_022145603.1,17574857,17600288
NW_022145603.1,17575868,17607095
NW_022145603.1,17574857,17600288
NW_022145603.1,17575868,17607095
NW_022145603.1,17574857,17600288
NW_022145613.1,5977857,5979660
NW_022145614.1,7441022,7443873
NW_022145614.1,7441022,7448737
NW_022145614.1,7441022,7448737
NW_022145614.1,7441027,7448737
NW_022145614.1,7441818,7448737
NW_022145614.1,7441838,7448737
NW_022145612.1,27406684,27419846
NW_022145612.1,27406595,27419846
NW_022145612.1,27137993,27142531
NW_022145604.1,9636256,9637791
NW_022145615.1,17952115,17955809
NW_022145603.1,12715800,12716742
NW_022145603.1,12713255,12716742
NW_022145603.1,12713255,12716742
NW_022145603.1,12706389,12713160
NW_022145603.1,12684256,12696013
NW_022145613.1,19609744,19618303
NW_022145613.1,19609744,19618096
NW_022145613.1,19609744,19617069
NW_022145613.1,19609744,19617059
NW_022145613.1,19609744,19615657
NW_022145613.1,19609744,19615135
NW_022145601.1,15178875,15180562
NW_022145615.1,1228719,1233053
NW_022145598.1,22249789,22252743
NW_022145598.1,22406490,22409866
NW_022145598.1,22977919,22981451
NW_022145613.1,10780287,10783207
NW_022145613.1,10795458,10797180
NW_022145613.1,10795458,10797180
NW_022145607.1,28276178,28279452
NW_022145607.1,28330326,28331517
NW_022145607.1,28330326,28331517
NW_022145607.1,28330326,28331517
NW_022145605.1,26880194,26881770
NW_022145605.1,26964240,26979961
NW_022145576.1,128975,144747
NW_022145576.1,132056,147044
NW_022145594.1,45450631,45454475
NW_022145603.1,27841550,27842762
NW_022145609.1,20945967,20994424
NW_022145605.1,39208789,39217861
NW_022145605.1,39208789,39217861
NW_022145597.1,19798647,19800335
NW_022145614.1,19183875,19185555
NW_022145607.1,11668465,11671992
NW_022145607.1,12014767,12018314
NW_022145604.1,18956761,18963168
NW_022145604.1,18956782,18963168
NW_022145609.1,11936547,11938442
NW_022145615.1,1236943,1238899
NW_022145603.1,15284804,15286881
NW_022145599.1,10834650,10836221
NW_022145598.1,17670735,17672526
NW_022145598.1,17879766,17881262
NW_022145598.1,17892968,17894185
NW_022145528.1,14303,16628
NW_022145598.1,17903078,17910959
NW_022145599.1,19069040,19072120
NW_022145599.1,19073131,19075211
NW_022145604.1,8286061,8291952
NW_022145604.1,8121064,8128727
NW_022145606.1,17975422,17980800
NW_022145605.1,152217,157572
NW_022145602.1,25188596,25191788
NW_022145594.1,24054639,24057512
NW_022145606.1,17975422,17980712
NW_022145605.1,152322,157572
NW_022145602.1,25188703,25191788
NW_022145594.1,24054639,24057512
NW_022145600.1,4079336,4080761
NW_022145554.1,407871,410111
NW_022145600.1,4141762,4147586
NW_022145554.1,382135,388017
NW_022145600.1,4141762,4147596
NW_022145554.1,382125,388017
NW_022145600.1,4141762,4147696
NW_022145554.1,382025,388017
NW_022145600.1,4158419,4161142
NW_022145554.1,367928,370590
NW_022145598.1,34184813,34189966
NW_022145607.1,411904,412751
NW_022145607.1,4506312,4702491
NW_022145596.1,18064507,18160584
NW_022145606.1,32189748,32192519
NW_022145605.1,34616806,34621383
NW_022145605.1,34631826,34636998
NW_022145605.1,34631796,34637684
NW_022145605.1,34762337,34766073
NW_022145605.1,34777805,34778293
NW_022145605.1,34946422,34952908
NW_022145605.1,35076975,35078839
NW_022145605.1,35077221,35078626
NW_022145603.1,9703952,9705346
NW_022145606.1,35913326,35918940
NW_022145606.1,35950634,35952738
NW_022145600.1,19822669,19835393
NW_022145607.1,38770020,38772543
NW_022145607.1,38808179,38810457
NW_022145606.1,50225373,50240036
NW_022145613.1,12903745,12909157
NW_022145606.1,36331139,36335875
NW_022145594.1,2314306,2317568
NW_022145594.1,2306264,2307839
NW_022145607.1,26058394,26060735
NW_022145607.1,26058394,26060758
NW_022145594.1,23693615,23698069
NW_022145594.1,25062977,25067439
NW_022145606.1,41215053,41217493
NW_022145606.1,41215594,41216969
NW_022145612.1,46229806,46232210
NW_022145544.1,77498,79895
NW_022145612.1,46129238,46222978
NW_022145612.1,46146951,46213988
NW_022145544.1,86666,179264
NW_022145544.1,96061,182032
NW_022145612.1,46129238,46222978
NW_022145612.1,46146951,46213988
NW_022145544.1,86666,179264
NW_022145544.1,96061,182032
NW_022145612.1,46146951,46195831
NW_022145612.1,46129238,46170224
NW_022145544.1,114004,182032
NW_022145612.1,46146951,46195831
NW_022145612.1,46129238,46170224
NW_022145544.1,114004,182032
NW_022145612.1,46140965,46145569
NW_022145544.1,166397,171021
NW_022145612.1,46140965,46145565
NW_022145544.1,166401,171021
NW_022145612.1,46140965,46145547
NW_022145544.1,166419,171021
NW_022145612.1,45941465,45949712
NW_022145544.1,354501,362652
NW_022145601.1,4281972,4283790
NW_022145601.1,4281692,4287607
NW_022145601.1,4282688,4290090
NW_022145601.1,4279659,4287607
NW_022145601.1,4282309,4290090
NW_022145614.1,11264299,11265847
NW_022145614.1,11270381,11272461
NW_022145614.1,11286395,11288730
NW_022145601.1,30465841,30485946
NW_022145601.1,30481438,30523105
NW_022145601.1,30504288,30513623
NW_022145609.1,22875801,22881465
NW_022145612.1,14159018,14163080
NW_022145599.1,7395451,7399272
NW_022145597.1,29076061,29082757
NW_022145597.1,29076061,29081732
NW_022145597.1,29075819,29080558
NW_022145597.1,29076061,29081732
NW_022145597.1,29075819,29080558
NW_022145597.1,29076061,29081732
NW_022145597.1,29075819,29080558
NW_022145602.1,6832844,6835770
NW_022145613.1,25585397,25587265
NW_022145606.1,5518791,5520643
NW_022145598.1,23815319,23817640
NW_022145598.1,23166695,23169778
NW_022145598.1,23713018,23716223
NW_022145609.1,1590620,1593024
NW_022145594.1,17491067,17493884
NW_022145605.1,16600197,16603236
NW_022145580.1,1019678,1032057
NW_022145605.1,16977076,16981124
NW_022145607.1,16883215,16887524
NW_022145607.1,17841575,17845550
NW_022145606.1,18407715,18409740
NW_022145598.1,20474686,20475520
NW_022145599.1,10422707,10423492
NW_022145599.1,10422707,10423492
NW_022145599.1,10422707,10423492
NW_022145599.1,10422707,10423492
NW_022145599.1,10422707,10423492
NW_022145599.1,10422707,10423492
NW_022145599.1,10422707,10423492
NW_022145599.1,10422707,10423492
NW_022145599.1,10422707,10423492
NW_022145599.1,10443079,10445618
NW_022145599.1,11043148,11044171
NW_022145599.1,11043148,11044171
NW_022145613.1,25580181,25582001
NW_022145601.1,18261136,18264782
NW_022145520.1,1206887,1210523
NW_022145601.1,18314609,18343473
NW_022145520.1,1253909,1267397
NW_022145601.1,18330006,18333356
NW_022145520.1,1268459,1271093
NW_022145601.1,18355064,18361003
NW_022145520.1,1300698,1306235
NW_022145520.1,1303642,1306177
NW_022145520.1,1569993,1589263
NW_022145520.1,1570035,1588359
NW_022145520.1,1577677,1599067
NW_022145520.1,1567267,1588430
NW_022145601.1,18628127,18629721
NW_022145520.1,1600507,1602214
NW_022145601.1,18628127,18629721
NW_022145520.1,1600507,1602214
NW_022145601.1,18629909,18631047
NW_022145520.1,1602403,1603541
NW_022145520.1,1611476,1613099
NW_022145520.1,1611476,1613099
NW_022145520.1,1611476,1614728
NW_022145601.1,18681748,18683840
NW_022145601.1,18681781,18685199
NW_022145601.1,18681782,18685676
NW_022145601.1,14585985,14589241
NW_022145602.1,3047873,3054477
NW_022145551.1,1572735,1576307
NW_022145602.1,3047873,3054479
NW_022145551.1,1572735,1576307
NW_022145596.1,1510428,1515838
NW_022145596.1,1242371,1243027
NW_022145596.1,1217155,1221640
NW_022145609.1,5342147,5343840
NW_022145597.1,13470574,13477396
NW_022145605.1,30341258,30343189
NW_022145605.1,30341258,30343222
NW_022145613.1,12599093,12600476
NW_022145609.1,30346310,30347937
NW_022145598.1,26944008,26946549
NW_022145598.1,37095454,37099950
NW_022145602.1,4714529,4721332
NW_022145602.1,4707255,4707954
NW_022145602.1,4660706,4693958
NW_022145602.1,4660706,4693958
NW_022145602.1,4660706,4693958
NW_022145602.1,4660706,4693958
NW_022145602.1,4675564,4693958
NW_022145602.1,4660706,4693958
NW_022145602.1,4660706,4693958
NW_022145602.1,4660706,4693823
NW_022145602.1,4639123,4646022
NW_022145551.1,25602,32437
NW_022145602.1,4614863,4616311
NW_022145551.1,59468,60479
NW_022145602.1,4614863,4616311
NW_022145551.1,59468,60479
NW_022145602.1,4473257,4475146
NW_022145602.1,4473239,4475091
NW_022145551.1,191166,192963
NW_022145602.1,4473239,4475012
NW_022145551.1,191245,192963
NW_022145602.1,4473239,4474787
NW_022145551.1,191474,192963
NW_022145602.1,4460889,4470953
NW_022145551.1,193187,206152
NW_022145602.1,4460889,4470953
NW_022145551.1,193187,206152
NW_022145551.1,235701,236241
NW_022145560.1,153916,158852
NW_022145611.1,32190717,32192827
NW_022145551.1,2705074,2728385
NW_022145602.1,1644537,1655202
NW_022145551.1,2713972,2728385
NW_022145602.1,1644537,1655202
NW_022145551.1,2713972,2728385
NW_022145602.1,1644537,1655202
NW_022145602.1,1635931,1644536
NW_022145551.1,2713972,2728385
NW_022145551.1,2716368,2727140
NW_022145602.1,1644537,1653255
NW_022145551.1,2718755,2723329
NW_022145551.1,2719400,2723371
NW_022145614.1,18571074,18571717
NW_022145611.1,6898386,6900929
NW_022145611.1,6934870,6936375
NW_022145600.1,23696129,23696841
NW_022145520.1,587513,593359
NW_022145520.1,587513,593359
NW_022145601.1,17675616,17677213
NW_022145601.1,17675616,17677213
NW_022145599.1,31066335,31072528
NW_022145570.1,277530,283710
NW_022145599.1,30971134,30982643
NW_022145599.1,30974768,30982080
NW_022145570.1,183280,192218
NW_022145599.1,30963329,30985063
NW_022145570.1,176664,192218
NW_022145610.1,5177424,5178339
NW_022145610.1,6534882,6536160
NW_022145600.1,6480899,6482687
NW_022145600.1,6475104,6477169
NW_022145563.1,1238420,1241886
NW_022145597.1,10036739,10051446
NW_022145597.1,10036739,10051573
NW_022145597.1,10036739,10051573
NW_022145597.1,10036739,10051573
NW_022145597.1,9888327,9890006
NW_022145605.1,18101612,18103985
NW_022145595.1,10328070,10332871
NW_022145595.1,10328070,10332871
NW_022145603.1,11985454,12245666
NW_022145603.1,12195978,12327171
NW_022145603.1,12180278,12186541
NW_022145595.1,8137374,8149202
NW_022145594.1,18759911,18762259
NW_022145612.1,49079809,49082588
NW_022145612.1,48646954,48649096
NW_022145594.1,6882886,6896575
NW_022145594.1,6882886,6896575
NW_022145594.1,6882107,6896575
NW_022145594.1,6882072,6896575
NW_022145610.1,5177238,5181066
NW_022145610.1,5153327,5155836
NW_022145611.1,16660158,16662058
NW_022145609.1,35271651,35275731
NW_022145601.1,32332221,32335404
NW_022145611.1,16660208,16661327
NW_022145609.1,35272383,35273497
NW_022145601.1,32332953,32334084
NW_022145611.1,16658959,16660157
NW_022145609.1,35272594,35275731
NW_022145609.1,35274472,35275661
NW_022145601.1,32333164,32335404
NW_022145597.1,5437086,5439479
NW_022145597.1,5440135,5446259
NW_022145611.1,27308065,27312788
NW_022145611.1,27533593,27542985
NW_022145599.1,26331089,26366813
NW_022145599.1,26332190,26355137
NW_022145530.1,328533,354949
NW_022145596.1,22390603,22392125
NW_022145613.1,27133467,27134136
NW_022145599.1,12235819,12239254
NW_022145605.1,35774063,35776657
NW_022145605.1,35567197,35597708
NW_022145605.1,35567197,35597695
NW_022145605.1,35523431,35524269
NW_022145605.1,35523431,35524128
NW_022145601.1,20730760,20734733
NW_022145601.1,20730760,20739544
NW_022145594.1,43511373,43517975
NW_022145594.1,43588341,43590532
NW_022145594.1,43588341,43590542
NW_022145594.1,43589015,43590542
NW_022145594.1,43589646,43590433
NW_022145615.1,5274143,5282537
NW_022145615.1,5132237,5138320
NW_022145615.1,5132506,5133766
NW_022145615.1,4759774,4776440
NW_022145615.1,4756606,4759700
NW_022145594.1,17388106,17388952
NW_022145612.1,43916141,43949135
NW_022145615.1,608057,609216
NW_022145605.1,21620790,21623641
NW_022145605.1,21620790,21623641
NW_022145605.1,21620790,21623641
NW_022145605.1,21601073,21616380
